"added_by_id","added_at","artist","track_name","track_popularity","track_duration_ms","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"thetopher",2021-06-22,"Cristin Milioti","715 creeks",30,191.6,0.449,0.0675,2,-12.573,1,0.0682,0.894,0,0.0948,0.0794,77.052,1
"1265150420",2021-06-22,"Citizen","The Summer",46,181.2,0.276,0.835,2,-4.779,0,0.0508,0.000137,0,0.186,0.28,131.843,4
"1294274344",2021-06-22,"Dry Cleaning","Strong Feelings",49,244.5,0.748,0.467,11,-9.253,0,0.0365,0.0208,0.876,0.0656,0.96,130.047,4
"andrewjsa",2021-06-23,"Arooj Aftab","Mohabbat",48,462.5,0.487,0.235,9,-16.021,1,0.0303,0.851,0.105,0.107,0.0505,83.089,4
"thetopher",2021-06-23,"Bartees Strange","Mustang",36,233.7,0.376,0.994,1,-2.368,0,0.0929,3.4e-05,8.82e-05,0.565,0.226,147.938,4
"1294274344",2021-06-24,"Haru Nemuri","Seventh Heaven",31,228.2,0.566,0.723,2,-7.585,0,0.0441,0.016,0.00878,0.0306,0.316,165.958,4
"fadedshadow589",2021-06-24,"Prateek Kuhad","cold/mess",1,281.2,0.509,0.479,11,-6.601,1,0.0262,0.285,0.0175,0.167,0.299,145.967,3
"1266464675",2021-06-25,"Jimi Hendrix","Castles Made of Sand",60,168.9,0.461,0.714,11,-9.159,0,0.313,0.504,0.0171,0.684,0.454,94.372,4
"1266464675",2021-06-26,"Nouvelle Vague","Making Plans for Nigel",50,212.4,0.735,0.406,9,-12.39,1,0.0333,0.36,0.00755,0.118,0.592,119.985,4
"1294274344",2021-06-26,"Purple Mountains","All My Happiness is Gone",42,260,0.504,0.773,7,-7.487,1,0.0272,0.00153,0.0246,0.232,0.698,138.16,4
"andrewjsa",2021-06-26,"Turnpike Troubadours","Time of Day",37,203.5,0.422,0.876,2,-3.617,1,0.0397,0.0259,0.336,0.231,0.729,79.216,4
"1265150420",2021-06-26,"Indigo De Souza","Nomoah",38,239.3,0.765,0.42,0,-7.219,1,0.0748,0.691,0.618,0.103,0.369,150,4
"1294274344",2021-06-27,"The Smashing Pumpkins","La Dolly Vita - Remastered",28,255.8,0.426,0.461,0,-8.894,1,0.0262,0.000365,0.684,0.151,0.486,139.391,4
"thetopher",2021-06-27,"Quicksand","Missile Command",45,204.5,0.499,0.841,2,-3.243,1,0.0252,0.00851,0.000111,0.125,0.109,100.063,4
"andrewjsa",2021-06-28,"The Last Knife Fighter","Buddy Get My Knife",33,216.5,0.589,0.569,4,-8.947,0,0.0263,0.0655,0.00365,0.0623,0.434,90.51,4
"1294274344",2021-06-29,"Simon Grossmann","Patineta",34,192.5,0.898,0.543,2,-7.882,1,0.228,0.222,0,0.294,0.936,140.029,4
"thetopher",2021-06-30,"Bloodslide","Pica",24,311.9,0.292,0.572,0,-4.639,0,0.0387,0.00212,0.5,0.175,0.232,118.21,4
"1265150420",2021-07-01,"Indigo De Souza","Kill Me",47,260.4,0.627,0.351,9,-8.802,1,0.0399,0.00287,1.15e-05,0.29,0.257,117.918,4
"1294274344",2021-07-01,"binki","Clay Pigeon",54,149.7,0.579,0.993,9,-2.702,1,0.121,0.000339,0.495,0.597,0.247,131.976,4
"thetopher",2021-07-05,"Attack in Black","Ever Faster",7,151.6,0.685,0.346,8,-6.799,1,0.0283,0.719,2.56e-05,0.111,0.227,98.845,4
"andrewjsa",2021-07-05,"Parker McCollum","Rest Of My Life",59,174.5,0.566,0.574,7,-7.187,1,0.0232,0.0561,2.68e-06,0.0952,0.414,85.988,4
"1294274344",2021-07-06,"Swearin'","Movie Star",20,218,0.388,0.658,4,-8.617,1,0.0338,0.00168,0.175,0.0946,0.252,125.127,4
"fadedshadow589",2021-07-07,"Something Corporate","Only Ashes",29,207.4,0.478,0.936,9,-4.161,0,0.0479,0.000138,0.000306,0.234,0.34,92.533,4
"1294274344",2021-07-07,"Lucy Dacus","Hot & Heavy",59,250.6,0.551,0.78,0,-6.659,1,0.055,0.0941,1.15e-06,0.11,0.421,135.023,4
"thetopher",2021-07-08,"The Hotelier","Soft Animal",27,244,0.551,0.712,3,-6.4,0,0.0292,0.000118,0.398,0.139,0.328,130.013,4
"1294274344",2021-07-09,"Forth Wanderers","Slop",41,237.2,0.275,0.874,4,-4.642,1,0.0524,0.233,0.147,0.221,0.294,195.233,3
"thetopher",2021-07-09,"Vince Staples","Fire",39,136.6,0.459,0.665,4,-6.113,0,0.277,0.00139,0.00163,0.139,0.157,80.86,4
"andrewjsa",2021-07-09,"Avenged Sevenfold","I Won't See You Tonight Part 1",53,538.3,0.4,0.719,7,-5.109,0,0.0492,0.000451,0.00581,0.218,0.101,129.505,4
"1294274344",2021-07-11,"Molly Burch","Heart of Gold",45,171.4,0.769,0.782,1,-6.669,1,0.0434,0.477,0.00806,0.22,0.718,135.067,4
"1294274344",2021-07-13,"Built To Spill","Distopian Dream Girl",39,264.2,0.321,0.677,5,-8.851,1,0.0583,0.214,0.00154,0.0775,0.715,175.224,4
"thetopher",2021-07-14,"La Dispute","Eleven",23,182.5,0.429,0.812,2,-5.914,1,0.418,0.926,0.118,0.145,0.323,72.803,4
"1294274344",2021-07-16,"Kinokoteikoku","<U+591C><U+9DF9>",32,313.8,0.229,0.876,2,-6.149,1,0.059,0.126,0.203,0.0944,0.541,72.792,4
"thetopher",2021-07-17,"Vince Staples","Loco",40,258.3,0.745,0.589,1,-11.242,0,0.428,0.145,2.02e-05,0.226,0.395,100.02,4
"1265150420",2021-07-17,"Citizen","I Still Shut My Eyes",30,220.2,0.249,0.939,7,-3.414,1,0.0551,0.0016,5.88e-06,0.331,0.266,87.515,4
"fadedshadow589",2021-07-17,"Cobra Starship","You Make Me Feel... (feat. Sabi)",69,215.7,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,4
"1294274344",2021-07-18,"Pixies","I've Been Waiting For You",21,165.9,0.356,0.781,7,-9.573,1,0.0373,0.00826,0.564,0.291,0.504,117.195,4
"thetopher",2021-07-18,"shame","Born in Luton",44,287.7,0.188,0.941,7,-5.976,0,0.146,0.00485,0.0234,0.144,0.135,171.323,4
"1265150420",2021-07-19,"Indigo De Souza","Good Heart",38,160.1,0.581,0.326,11,-10.127,1,0.0372,0.208,0,0.162,0.362,110.345,4
"andrewjsa",2021-07-19,"A$AP Rocky","A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)",64,315.8,0.428,0.754,5,-6.416,0,0.179,0.3,0,0.136,0.394,125.948,4
"andrewjsa",2021-07-19,"Nathaniel Rateliff","Shroud",28,211.4,0.587,0.499,0,-5.719,1,0.0528,0.13,4.82e-06,0.128,0.298,122.485,4
"1266464675",2021-07-20,"Deerhoof","Criminals of the Dream",31,300.7,0.548,0.764,11,-6.865,1,0.0443,0.623,0.362,0.272,0.415,108.611,4
"thetopher",2021-07-19,"NNAMDÏ","Salut",20,320.8,0.795,0.377,4,-13.034,1,0.0494,0.614,0.0542,0.115,0.52,114.931,4
"fadedshadow589",2021-07-20,"Half Moon Run","Call Me In The Afternoon",0,193.2,0.512,0.948,1,-7.923,1,0.0439,0.126,0.0122,0.112,0.607,88.556,4
